split,location,scenario,scenario_type,phase48_warning_level,phase53_warning_level,warning_label_transition,comparability_status,comparability_reason,phase48_rmse,phase52_rmse,delta_rmse,relative_change_rmse,direction_rmse,phase48_mae,phase52_mae,delta_mae,relative_change_mae,direction_mae,phase48_wet_dry_iou,phase52_wet_dry_iou,delta_wet_dry_iou,relative_change_wet_dry_iou,direction_wet_dry_iou,phase48_false_dry_rate,phase52_false_dry_rate,delta_false_dry_rate,relative_change_false_dry_rate,direction_false_dry_rate,phase48_false_wet_rate,phase52_false_wet_rate,delta_false_wet_rate,relative_change_false_wet_rate,direction_false_wet_rate,phase48_peak_depth_bias,phase52_peak_depth_bias,delta_peak_depth_bias,relative_change_peak_depth_bias,direction_peak_depth_bias,phase48_absolute_peak_depth_error,phase52_absolute_peak_depth_error,delta_absolute_peak_depth_error,relative_change_absolute_peak_depth_error,direction_absolute_peak_depth_error,phase48_absolute_peak_timing_error,phase52_absolute_peak_timing_error,delta_absolute_peak_timing_error,relative_change_absolute_peak_timing_error,direction_absolute_peak_timing_error,phase48_signed_volume_bias_proxy,phase52_signed_volume_bias_proxy,delta_signed_volume_bias_proxy,relative_change_signed_volume_bias_proxy,direction_signed_volume_bias_proxy,phase48_absolute_relative_volume_bias_proxy,phase52_absolute_relative_volume_bias_proxy,delta_absolute_relative_volume_bias_proxy,relative_change_absolute_relative_volume_bias_proxy,direction_absolute_relative_volume_bias_proxy
test,location2,r100y_p0.8_d3h,design,high-risk,reliable,improved,matched,,0.012623533681663787,0.004723027168277614,-0.007900506513386172,-0.6258553834939252,improved,0.0041921636438928545,0.0018207955678614478,-0.0023713680760314064,-0.5656668673910229,improved,0.827390391000881,0.936094156211145,0.10870376521026404,0.13138146924665975,improved,0.10603309415727047,0.029828671840679454,-0.07620442231659101,-0.7186852644662339,improved,0.0036521965685968254,0.001652294935310593,-0.0019999016332862326,-0.5475887170154686,improved,0.05084085464477539,0.01059579849243164,-0.04024505615234375,-0.7915888989973833,improved,0.05084085464477539,0.01059579849243164,-0.04024505615234375,-0.7915888989973833,improved,8.0,0.0,-8.0,-1.0,improved,0.029562182093631817,0.011646326851150952,-0.017915855242480863,-0.6060396754791736,improved,0.029562182093631817,0.011646326851150952,-0.017915855242480863,-0.6060396754791736,improved
test,location2,r200y_p0.5_d3h,design,high-risk,reliable,improved,matched,,0.011883090225965122,0.0053680472954112934,-0.006515042930553829,-0.548261673240362,improved,0.004209870278524856,0.0018447563925292343,-0.0023651138859956218,-0.5618020816604261,improved,0.8443069949715527,0.9395181833620417,0.09521118839048903,0.11276844673506109,improved,0.11031506150727018,0.036630720051743226,-0.07368434145552695,-0.667944525876649,improved,0.0028952063931731824,0.0013675344245467403,-0.001527671968626442,-0.5276556352696136,improved,0.015074968338012695,0.012656688690185547,-0.0024182796478271484,-0.16041689730977873,improved,0.015074968338012695,0.012656688690185547,-0.0024182796478271484,-0.16041689730977873,improved,5.0,1.0,-4.0,-0.8,improved,-0.018432385385845306,-0.010115851962136026,0.00831653342370928,0.45119138134425923,improved,0.018432385385845306,0.010115851962136026,-0.00831653342370928,-0.45119138134425923,improved
test,location2,r200y_p0.7_d3h,design,high-risk,reliable,improved,matched,,0.010056093493384953,0.00408677858617102,-0.005969314907213933,-0.5936017710197938,improved,0.0040161261179794865,0.0017482592472030471,-0.002267866870776439,-0.5646901526880842,improved,0.842336379604409,0.943148041925223,0.10081166232081396,0.11968100246146164,improved,0.1148871858658,0.03239310409394268,-0.08249408177185732,-0.7180442374854482,improved,0.0025345522146459337,0.0012943104409266434,-0.0012402417737192902,-0.48933368448775355,improved,-0.0529017448425293,-0.015913009643554688,0.03698873519897461,0.6991968848868337,improved,0.0529017448425293,0.015913009643554688,-0.03698873519897461,-0.6991968848868337,improved,2.0,1.0,-1.0,-0.5,improved,0.005307757966083302,-0.003205838091607062,-0.008513596057690365,-1.6039910094040541,improved,0.005307757966083302,0.003205838091607062,-0.0021019198744762395,-0.39600899059594596,improved
test,location2,r300y_p0.1_d3h,design,high-risk,high-risk,unchanged,matched,,0.009740406075353992,0.006229938288286093,-0.0035104677870678993,-0.36040261154515774,improved,0.003810005922180911,0.001775424073760708,-0.0020345818484202027,-0.5340101537835863,improved,0.8305231358875743,0.9206012354523458,0.09007809956477153,0.10845947051012093,improved,0.14602006048249155,0.06803596108321132,-0.07798409939928024,-0.5340642863836567,improved,0.0013761972549398748,0.0006014195368002748,-0.0007747777181396,-0.562984496124031,improved,-0.018207311630249023,-0.002743244171142578,0.015464067459106445,0.8493328270064294,improved,0.018207311630249023,0.002743244171142578,-0.015464067459106445,-0.8493328270064294,improved,0.0,1.0,1.0,,degraded,-0.048682797483651855,-0.04422645414261829,0.004456343341033564,0.091538357928795,improved,0.048682797483651855,0.04422645414261829,-0.004456343341033564,-0.091538357928795,improved
test,location2,r300y_p0.5_d3h,design,high-risk,high-risk,unchanged,matched,,0.012170629789711907,0.006102813522616889,-0.006067816267095018,-0.4985622249576823,improved,0.004303432380159696,0.0019776610715780407,-0.002325771308581655,-0.5404456496875055,improved,0.8106114359815028,0.9213324503642247,0.11072101438272197,0.1365895044999692,improved,0.15982806279004894,0.06503436208251971,-0.09479370070752922,-0.5930979769932566,improved,0.0019250360442249587,0.0007811255436754266,-0.001143910500549532,-0.5942280945757997,improved,-0.05596137046813965,-0.008128643035888672,0.04783272743225098,0.8547454615945024,improved,0.05596137046813965,0.008128643035888672,-0.04783272743225098,-0.8547454615945024,improved,2.0,1.0,-1.0,-0.5,improved,-0.049511567783290314,-0.04199924247137808,0.007512325311912232,0.15172868984463003,improved,0.049511567783290314,0.04199924247137808,-0.007512325311912232,-0.15172868984463003,improved
test,location2,r300y_p0.6_d3h,design,high-risk,reliable,improved,matched,,0.012770114532960654,0.004140159278006779,-0.008629955254953876,-0.675793097444764,improved,0.0040990825509652495,0.0017312697794598837,-0.002367812771505366,-0.5776445685261438,improved,0.8410884811469682,0.943574213777486,0.10248573263051775,0.12184893138800439,improved,0.11180192121121026,0.037781998551576185,-0.07401992265963407,-0.6620630652652163,improved,0.002733247937394686,0.0009642050542748758,-0.00176904288311981,-0.6472310319590143,improved,-0.09180116653442383,0.017739057540893555,0.10954022407531738,1.1932334654401338,improved,0.09180116653442383,0.017739057540893555,-0.07406210899353027,-0.8067665345598662,improved,2.0,1.0,-1.0,-0.5,improved,-0.00466463833479669,-0.01988488810686557,-0.01522024977206888,-3.262900289295903,degraded,0.00466463833479669,0.01988488810686557,0.01522024977206888,3.262900289295903,degraded
test,location2,r300y_p0.8_d3h,design,high-risk,reliable,improved,matched,,0.015696815273507792,0.005280379175299763,-0.01041643609820803,-0.6636018782605099,improved,0.004537691401007275,0.0019413757254369557,-0.0025963156755703194,-0.5721666473383338,improved,0.8250535130430692,0.9322102475447824,0.10715673450171326,0.12987852643216308,improved,0.11448984486436677,0.04025447797932367,-0.07423536688504309,-0.6484013230429988,improved,0.003886470863519596,0.0015666394178528605,-0.002319831445666736,-0.5968992248062016,improved,-0.05893254280090332,0.011993885040283203,0.07092642784118652,1.203518878878231,improved,0.05893254280090332,0.011993885040283203,-0.04693865776062012,-0.796481121121769,improved,6.0,0.0,-6.0,-1.0,improved,-0.0068127595690061086,-0.010826473863731504,-0.004013714294725396,-0.5891466231958842,degraded,0.0068127595690061086,0.010826473863731504,0.004013714294725396,0.5891466231958842,degraded
test,location2,r500y_p0.1_d3h,design,high-risk,high-risk,unchanged,matched,,0.010566763255156323,0.006574595767539522,-0.003992167487616801,-0.37780419521263714,improved,0.004004571198796232,0.0018615973240230232,-0.002142973874773209,-0.5351319200960601,improved,0.8228358474727175,0.9178699661612378,0.0950341186885203,0.11549584158299728,improved,0.15764322916666668,0.0746484375,-0.08299479166666668,-0.5264722887585694,improved,0.0012178623374401096,0.0004184312970568104,-0.0007994310403832992,-0.6564215148188803,improved,-0.04387354850769043,-0.003966331481933594,0.039907217025756836,0.9095962916872714,improved,0.04387354850769043,0.003966331481933594,-0.039907217025756836,-0.9095962916872714,improved,3.0,1.0,-2.0,-0.6666666666666666,improved,-0.06606797762747323,-0.0500345367912298,0.016033440836243425,0.24268096908684844,improved,0.06606797762747323,0.0500345367912298,-0.016033440836243425,-0.24268096908684844,improved
test,location2,r500y_p0.3_d3h,design,high-risk,caution,improved,matched,,0.013403122306542694,0.00441501700823305,-0.008988105298309644,-0.6705978721034372,improved,0.0041787811787799,0.0017663187657793362,-0.002412462413000564,-0.5773124530308483,improved,0.8441715895448765,0.9452817064688153,0.10111011692393879,0.1197743659893256,improved,0.1220811649381312,0.042449040137458746,-0.07963212480067246,-0.6522883758606723,improved,0.0021676082647940605,0.0007037689171409288,-0.0014638393476531317,-0.6753246753246753,improved,-0.0005097389221191406,0.06174588203430176,0.0622556209564209,122.13236669784845,degraded,0.0005097389221191406,0.06174588203430176,0.06123614311218262,120.13236669784845,degraded,2.0,1.0,-1.0,-0.5,improved,-0.035039621076131004,-0.029191721203924194,0.00584789987220681,0.16689392443773887,improved,0.035039621076131004,0.029191721203924194,-0.00584789987220681,-0.16689392443773887,improved
test,location3,G1135_intensity_103,measured,caution,reliable,improved,matched,,0.011612455743546385,0.006542721437018081,-0.005069734306528304,-0.43657727689044634,improved,0.005174828149999182,0.002572658956826975,-0.0026021691931722066,-0.5028513252507947,improved,0.8478816042870301,0.9223198061780739,0.07443820189104378,0.08779315592492144,improved,0.09153097384829319,0.04371327322477908,-0.047817700623514106,-0.5224209752511639,improved,0.004294691890230587,0.002213397389754747,-0.00208129450047584,-0.48462021343377276,improved,0.03361308574676514,0.00778043270111084,-0.025832653045654297,-0.7685296506328755,improved,0.03361308574676514,0.00778043270111084,-0.025832653045654297,-0.7685296506328755,improved,2.0,2.0,0.0,0.0,unchanged,0.003978465927484123,-0.006169741724168291,-0.010148207651652414,-2.5507841053875437,degraded,0.003978465927484123,0.006169741724168291,0.0021912757966841678,0.5507841053875439,degraded
test,location3,G1135_intensity_161,measured,caution,reliable,improved,matched,,0.00886706231453772,0.00438102358137611,-0.004486038733161611,-0.5059216428203807,improved,0.004738734026129047,0.002289834141265601,-0.0024488998848634464,-0.5167835694850954,improved,0.8638617725105964,0.9332128604773737,0.06935108796677736,0.08028030661112126,improved,0.06799751276005907,0.03666088037930409,-0.03133663238075498,-0.46084968565441037,improved,0.004071085199275242,0.0016661429325987684,-0.002404942266676473,-0.5907373953030055,improved,0.043738722801208496,0.001681685447692871,-0.042057037353515625,-0.9615515648379562,improved,0.043738722801208496,0.001681685447692871,-0.042057037353515625,-0.9615515648379562,improved,3.0,0.0,-3.0,-1.0,improved,0.009815058692295538,-0.022153028573461398,-0.031968087265756936,-3.257044941651823,degraded,0.009815058692295538,0.022153028573461398,0.01233796988116586,1.2570449416518226,degraded
test,location3,G1166_intensity_246,measured,high-risk,reliable,improved,matched,,0.010215940152172637,0.005997606021625255,-0.004218334130547382,-0.41291687967164364,improved,0.005017586789714794,0.002596821558351318,-0.0024207652313634758,-0.48245607556318426,improved,0.8302860594081151,0.8986547600246938,0.06836870061657874,0.08234354875874544,improved,0.0894201240440778,0.057716625519359306,-0.031703498524718494,-0.35454545454545455,improved,0.004264369677835634,0.002140814478676824,-0.0021235551991588097,-0.49797633872976343,improved,0.006196022033691406,-0.01226341724395752,-0.018459439277648926,-2.9792404186547636,degraded,0.006196022033691406,0.01226341724395752,0.006067395210266113,0.9792404186547637,degraded,0.0,0.0,0.0,,unchanged,0.006060189866617536,-0.018195590307835467,-0.024255780174453002,-4.00247858702672,degraded,0.006060189866617536,0.018195590307835467,0.012135400441217931,2.00247858702672,degraded
test,location3,G1166_intensity_394,measured,caution,reliable,improved,matched,,0.013354511044129791,0.007313425460972894,-0.006041085583156898,-0.45236291790798006,improved,0.006463187087016801,0.0033311142081705234,-0.003132072878846278,-0.4846019211076159,improved,0.8624878864060898,0.9227339627382705,0.06024607633218071,0.06985150433036312,improved,0.09321796140159178,0.05111262052773799,-0.042105340873853786,-0.4516869950894979,improved,0.004839232568396945,0.002670761045151793,-0.0021684715232451516,-0.4481023576768257,improved,-0.0034842491149902344,0.016208291053771973,0.019692540168762207,5.651874914465581,degraded,0.0034842491149902344,0.016208291053771973,0.012724041938781738,3.651874914465581,degraded,95.0,86.0,-9.0,-0.09473684210526316,improved,-0.02424872542221064,-0.016357598174050074,0.007891127248160566,0.3254244134800043,improved,0.02424872542221064,0.016357598174050074,-0.007891127248160566,-0.3254244134800043,improved
test,location3,G3501_intensity_151,measured,caution,reliable,improved,matched,,0.009481738155917257,0.004587842422608209,-0.004893895733309048,-0.5161390931529701,improved,0.005122754451197882,0.002520883494677643,-0.0026018709565202394,-0.507904679271096,improved,0.8806668075663109,0.9468519957935165,0.06618518822720565,0.07515349466855221,improved,0.06136489492505373,0.028157645269984887,-0.03320724965506884,-0.5411440807586417,improved,0.00478271810879064,0.001917724700116823,-0.0028649934086738167,-0.5990303721659774,improved,0.017031311988830566,0.03389286994934082,0.016861557960510254,0.9900328272753361,degraded,0.017031311988830566,0.03389286994934082,0.016861557960510254,0.9900328272753361,degraded,3.0,0.0,-3.0,-1.0,improved,0.007158949134783226,-0.014507100108913339,-0.021666049243696563,-3.0264287168109085,degraded,0.007158949134783226,0.014507100108913339,0.007348150974130113,1.026428716810909,degraded
test,location3,G3531_intensity_128,measured,high-risk,reliable,improved,matched,,0.013891983002547268,0.006710168197021694,-0.007181814805525574,-0.5169754961698916,improved,0.0061841910937801,0.0030032737219395735,-0.003180917371840527,-0.5143627232088303,improved,0.8524525008182796,0.9293030125957668,0.07685051177748714,0.09015225095089449,improved,0.07471006708003079,0.031399883265520186,-0.04331018381451061,-0.5797101449275363,improved,0.006943952725300365,0.0034365725842764603,-0.0035073801410239044,-0.5050985050985051,improved,0.01670241355895996,0.0033969879150390625,-0.013305425643920898,-0.7966169438298479,improved,0.01670241355895996,0.0033969879150390625,-0.013305425643920898,-0.7966169438298479,improved,86.0,11.0,-75.0,-0.872093023255814,improved,0.02533135892684273,0.0023225989776382073,-0.02300875994920452,-0.9083113154589968,improved,0.02533135892684273,0.0023225989776382073,-0.02300875994920452,-0.9083113154589968,improved
test,location3,r100y_p0.5_d3h,design,high-risk,reliable,improved,matched,,0.012039682549643854,0.006647369943175719,-0.005392312606468135,-0.4478783044514446,improved,0.006287606083787978,0.0030888818049182496,-0.003198724278869728,-0.5087348406124469,improved,0.889873189494561,0.9482837106299212,0.05841052113536027,0.06563915153858817,improved,0.05903810467983426,0.020355118330410024,-0.038682986349424235,-0.6552206673842842,improved,0.006382161033353397,0.003676418642635718,-0.0027057423907176793,-0.4239539517378792,improved,0.020245909690856934,0.011242866516113281,-0.009003043174743652,-0.44468454676597874,improved,0.020245909690856934,0.011242866516113281,-0.009003043174743652,-0.44468454676597874,improved,48.0,0.0,-48.0,-1.0,improved,0.021094427722207945,0.007266210638721563,-0.013828217083486381,-0.6555388591522779,improved,0.021094427722207945,0.007266210638721563,-0.013828217083486381,-0.6555388591522779,improved
test,location3,r100y_p0.8_d3h,design,high-risk,reliable,improved,matched,,0.013666005032846453,0.006369230277367184,-0.007296774755479269,-0.5339361970042714,improved,0.006810562723937134,0.0031341282301582396,-0.0036764344937788946,-0.5398136164075406,improved,0.8808870982784026,0.945578100087435,0.06469100180903242,0.07343847121323936,improved,0.056818181818181816,0.02088326143686425,-0.03593492038131757,-0.6324545987111893,improved,0.007467061423486344,0.003745128802064882,-0.003721932621421462,-0.49844676645015534,improved,0.028523802757263184,0.06764817237854004,0.039124369621276855,1.3716393271340508,degraded,0.028523802757263184,0.06764817237854004,0.039124369621276855,1.3716393271340508,degraded,11.0,37.0,26.0,2.3636363636363638,degraded,0.03263270241654788,0.010366427165639503,-0.022266275250908376,-0.6823301045278205,improved,0.03263270241654788,0.010366427165639503,-0.022266275250908376,-0.6823301045278205,improved
test,location3,r200y_p0.5_d3h,design,high-risk,reliable,improved,matched,,0.012519146963999575,0.005778808235931161,-0.006740338728068414,-0.5384023965411644,improved,0.0063772348609442515,0.002957161263717959,-0.0034200735972262923,-0.536294126184949,improved,0.8922807845212959,0.9570994528711044,0.06481866834980854,0.07264380167570618,improved,0.06790153136043464,0.02119744212323004,-0.0467040892372046,-0.6878208532483625,improved,0.005279151581683583,0.00268259110002588,-0.0025965604816577032,-0.4918518518518519,improved,-0.018042683601379395,-0.00523829460144043,0.012804388999938965,0.7096720910718651,improved,0.018042683601379395,0.00523829460144043,-0.012804388999938965,-0.7096720910718651,improved,0.0,0.0,0.0,,unchanged,0.0005080168069987569,-0.00028374345270113546,-0.0007917602596998923,-1.5585316249228536,improved,0.0005080168069987569,0.00028374345270113546,-0.00022427335429762145,-0.44146837507714626,improved
test,location3,r200y_p0.7_d3h,design,high-risk,reliable,improved,matched,,0.011652030784489648,0.005077766417103891,-0.006574264367385756,-0.564216185914729,improved,0.006190790833594899,0.0027919472001182535,-0.003398843633476645,-0.5490160667410222,improved,0.8923557972188714,0.957988904128208,0.06563310690933666,0.07355037879945389,improved,0.06625344612119043,0.02621878081099242,-0.040034665310198,-0.6042654028436019,improved,0.005224857759507989,0.0018569254831720108,-0.003367932276335978,-0.6445978878960195,improved,-0.01941215991973877,0.011645317077636719,0.03105747699737549,1.5998980600708668,improved,0.01941215991973877,0.011645317077636719,-0.007766842842102051,-0.40010193992913334,improved,0.0,0.0,0.0,,unchanged,0.00752344945974139,-0.006601050215441366,-0.014124499675182756,-1.8773967647106744,improved,0.00752344945974139,0.006601050215441366,-0.0009223992443000237,-0.12260323528932568,improved
test,location3,r300y_p0.1_d3h,design,high-risk,reliable,improved,matched,,0.013786442163568785,0.007148271516389636,-0.0066381706471791485,-0.48149990899905815,improved,0.006324201822280884,0.0030664989996391037,-0.00325770282264178,-0.5151168343749755,improved,0.8835645273889016,0.9477292713908824,0.0641647440019808,0.07262032597845414,improved,0.08881573523996901,0.04053615884722551,-0.0482795763927435,-0.5435925994678547,improved,0.004089429672665887,0.0016198110148586925,-0.0024696186578071944,-0.6039029535864979,improved,-0.003186941146850586,-0.009911060333251953,-0.006724119186401367,-2.1098975087903047,degraded,0.003186941146850586,0.009911060333251953,0.006724119186401367,2.1098975087903047,degraded,0.0,0.0,0.0,,unchanged,-0.013749757843001543,-0.019197928628292674,-0.005448170785291131,-0.39623758087231936,degraded,0.013749757843001543,0.019197928628292674,0.005448170785291131,0.39623758087231936,degraded
test,location3,r300y_p0.5_d3h,design,high-risk,reliable,improved,matched,,0.01335117237639418,0.005549564026458606,-0.007801608349935573,-0.5843388228384625,improved,0.00664839781044672,0.002960308842981855,-0.0036880889674648647,-0.554733497094551,improved,0.8878520377299308,0.9580926096640652,0.07024057193413435,0.07911292529521717,improved,0.07627128521311437,0.024883739903728483,-0.051387545309385885,-0.6737469437652811,improved,0.00494838239135182,0.0021758895170510095,-0.0027724928743008107,-0.560282665128353,improved,-0.031658291816711426,-0.006300210952758789,0.025358080863952637,0.8009933388309629,improved,0.031658291816711426,0.006300210952758789,-0.025358080863952637,-0.8009933388309629,improved,0.0,0.0,0.0,,unchanged,-0.011413893259057466,-0.00457282251870436,0.006841070740353106,0.5993634761674674,improved,0.011413893259057466,0.00457282251870436,-0.006841070740353106,-0.5993634761674674,improved
test,location3,r300y_p0.6_d3h,design,high-risk,reliable,improved,matched,,0.0172178380688182,0.0064019663068341755,-0.010815871761984026,-0.6281782717873131,improved,0.007314318829836945,0.003163086463852475,-0.00415123236598447,-0.5675487304505444,improved,0.8644162512379867,0.9457131759818519,0.08129692474386518,0.09404835300983129,improved,0.10690378602093373,0.039603734001017535,-0.06730005201991619,-0.6295385273514785,improved,0.004151850127080664,0.0019428712862079745,-0.0022089788408726895,-0.5320468642315644,improved,-0.03551077842712402,-0.002830028533935547,0.03268074989318848,0.9203050831526154,improved,0.03551077842712402,0.002830028533935547,-0.03268074989318848,-0.9203050831526154,improved,0.0,0.0,0.0,,unchanged,-0.03522877066194096,-0.01147969273382046,0.023749077928120498,0.6741387077062433,improved,0.03522877066194096,0.01147969273382046,-0.023749077928120498,-0.6741387077062433,improved
test,location3,r300y_p0.8_d3h,design,high-risk,reliable,improved,matched,,0.014996579659864862,0.00560080424438324,-0.009395775415481622,-0.6265278902646985,improved,0.006915983045473695,0.0029880962683819234,-0.003927886777091771,-0.5679433785862816,improved,0.8851726040124264,0.9541325034412592,0.06895989942883285,0.07790559616987962,improved,0.06907438733198576,0.026412052445481247,-0.04266233488650451,-0.6176288568649987,improved,0.006006615509189114,0.0023695757543930117,-0.0036370397547961027,-0.6055056710775047,improved,-0.05742490291595459,0.004656076431274414,0.062080979347229004,1.0810811371869258,improved,0.05742490291595459,0.004656076431274414,-0.052768826484680176,-0.9189188628130741,improved,48.0,0.0,-48.0,-1.0,improved,-0.0003921621169694309,-0.0023024744282312,-0.0019103123112617693,-4.871231127637651,degraded,0.0003921621169694309,0.0023024744282312,0.0019103123112617693,4.871231127637651,degraded
test,location3,r500y_p0.1_d3h,design,high-risk,reliable,improved,matched,,0.014778151915862445,0.007673854180508414,-0.007104297735354031,-0.48072978108504094,improved,0.006708830827847123,0.0032557239561962583,-0.003453106871650865,-0.5147106791421321,improved,0.8761062859736348,0.9451365822479751,0.06903029627434032,0.07879214814401833,improved,0.10017904249345806,0.044389825301141,-0.05578921719231706,-0.5568950930626058,improved,0.0036919777874432295,0.0015114711411607115,-0.002180506646282518,-0.5906066536203523,improved,-0.01845550537109375,-0.00998997688293457,0.00846552848815918,0.4586993592393551,improved,0.01845550537109375,0.00998997688293457,-0.00846552848815918,-0.4586993592393551,improved,0.0,0.0,0.0,,unchanged,-0.027172683285216995,-0.02134597800279023,0.005826705282426764,0.214432458556521,improved,0.027172683285216995,0.02134597800279023,-0.005826705282426764,-0.214432458556521,improved
test,location3,r500y_p0.3_d3h,design,high-risk,reliable,improved,matched,,0.018628359356128065,0.007034550849530651,-0.011593808506597414,-0.6223741063264095,improved,0.00762755280205359,0.003370481717865914,-0.004257071084187676,-0.5581175502372834,improved,0.869264648776799,0.947333523271776,0.07806887449497701,0.08981024893262714,improved,0.10855816439346702,0.04175596158179065,-0.06680220281167637,-0.6153586253499372,improved,0.0035231115102057355,0.0015904290612922996,-0.001932682448913436,-0.5485726021770384,improved,-0.04053914546966553,-0.008729219436645508,0.03180992603302002,0.7846718440777847,improved,0.04053914546966553,0.008729219436645508,-0.03180992603302002,-0.7846718440777847,improved,0.0,0.0,0.0,,unchanged,-0.04946162204079427,-0.02160830489856146,0.027853317142232808,0.5631298771249422,improved,0.04946162204079427,0.02160830489856146,-0.027853317142232808,-0.5631298771249422,improved
