batch_index,sample_index,forecast_step,adaptive_alpha_scale,future_rainfall,location,event,start_idx
0,0,0,1.0886283,13.029296,location1,r500y_p0.4_d3h,0
0,0,1,1.0886283,13.029296,location1,r500y_p0.4_d3h,0
0,0,2,1.0980926,21.574987,location1,r500y_p0.4_d3h,0
0,0,3,1.0980926,21.574987,location1,r500y_p0.4_d3h,0
0,0,4,1.0822233,10.791419,location1,r500y_p0.4_d3h,0
0,0,5,1.0822233,10.791419,location1,r500y_p0.4_d3h,0
0,0,6,1.0671093,7.5604229,location1,r500y_p0.4_d3h,0
0,0,7,1.0671093,7.5604229,location1,r500y_p0.4_d3h,0
0,0,8,1.0566707,6.0326805,location1,r500y_p0.4_d3h,0
0,0,9,1.0566707,6.0326805,location1,r500y_p0.4_d3h,0
0,0,10,1.0492009,5.1200199,location1,r500y_p0.4_d3h,0
0,0,11,1.0492009,5.1200199,location1,r500y_p0.4_d3h,0
0,1,0,1.0671093,7.5604229,location1,r500y_p0.4_d3h,6
0,1,1,1.0671093,7.5604229,location1,r500y_p0.4_d3h,6
0,1,2,1.0566707,6.0326805,location1,r500y_p0.4_d3h,6
0,1,3,1.0566707,6.0326805,location1,r500y_p0.4_d3h,6
0,1,4,1.0492009,5.1200199,location1,r500y_p0.4_d3h,6
0,1,5,1.0492009,5.1200199,location1,r500y_p0.4_d3h,6
0,1,6,1.0436084,4.5035658,location1,r500y_p0.4_d3h,6
0,1,7,1.0436084,4.5035658,location1,r500y_p0.4_d3h,6
0,1,8,1.0392683,4.0543127,location1,r500y_p0.4_d3h,6
0,1,9,1.0392683,4.0543127,location1,r500y_p0.4_d3h,6
0,1,10,1.0358045,3.7095563,location1,r500y_p0.4_d3h,6
0,1,11,1.0358045,3.7095563,location1,r500y_p0.4_d3h,6
1,0,0,1.0436084,4.5035658,location1,r500y_p0.4_d3h,12
1,0,1,1.0436084,4.5035658,location1,r500y_p0.4_d3h,12
1,0,2,1.0392683,4.0543127,location1,r500y_p0.4_d3h,12
1,0,3,1.0392683,4.0543127,location1,r500y_p0.4_d3h,12
1,0,4,1.0358045,3.7095563,location1,r500y_p0.4_d3h,12
1,0,5,1.0358045,3.7095563,location1,r500y_p0.4_d3h,12
1,0,6,1.0329778,3.4349244,location1,r500y_p0.4_d3h,12
1,0,7,1.0329778,3.4349244,location1,r500y_p0.4_d3h,12
1,0,8,1.0306286,3.2098877,location1,r500y_p0.4_d3h,12
1,0,9,1.0306286,3.2098877,location1,r500y_p0.4_d3h,12
1,0,10,1.0286462,3.021373,location1,r500y_p0.4_d3h,12
1,0,11,1.0286462,3.021373,location1,r500y_p0.4_d3h,12
1,1,0,1.085325,11.760489,location2,r200y_p0.3_d3h,0
1,1,1,1.085325,11.760489,location2,r200y_p0.3_d3h,0
1,1,2,1.0695035,7.9693975,location2,r200y_p0.3_d3h,0
1,1,3,1.0695035,7.9693975,location2,r200y_p0.3_d3h,0
1,1,4,1.0583777,6.2593451,location2,r200y_p0.3_d3h,0
1,1,5,1.0583777,6.2593451,location2,r200y_p0.3_d3h,0
1,1,6,1.0504355,5.2630334,location2,r200y_p0.3_d3h,0
1,1,7,1.0504355,5.2630334,location2,r200y_p0.3_d3h,0
1,1,8,1.0445192,4.6007953,location2,r200y_p0.3_d3h,0
1,1,9,1.0445192,4.6007953,location2,r200y_p0.3_d3h,0
1,1,10,1.0399512,4.1236053,location2,r200y_p0.3_d3h,0
1,1,11,1.0399512,4.1236053,location2,r200y_p0.3_d3h,0
2,0,0,1.0504355,5.2630334,location2,r200y_p0.3_d3h,6
2,0,1,1.0504355,5.2630334,location2,r200y_p0.3_d3h,6
2,0,2,1.0445192,4.6007953,location2,r200y_p0.3_d3h,6
2,0,3,1.0445192,4.6007953,location2,r200y_p0.3_d3h,6
2,0,4,1.0399512,4.1236053,location2,r200y_p0.3_d3h,6
2,0,5,1.0399512,4.1236053,location2,r200y_p0.3_d3h,6
2,0,6,1.0363227,3.7604964,location2,r200y_p0.3_d3h,6
2,0,7,1.0363227,3.7604964,location2,r200y_p0.3_d3h,6
2,0,8,1.0333742,3.4731441,location2,r200y_p0.3_d3h,6
2,0,9,1.0333742,3.4731441,location2,r200y_p0.3_d3h,6
2,0,10,1.0309329,3.2389257,location2,r200y_p0.3_d3h,6
2,0,11,1.0309329,3.2389257,location2,r200y_p0.3_d3h,6
2,1,0,1.0363227,3.7604964,location2,r200y_p0.3_d3h,12
2,1,1,1.0363227,3.7604964,location2,r200y_p0.3_d3h,12
2,1,2,1.0333742,3.4731441,location2,r200y_p0.3_d3h,12
2,1,3,1.0333742,3.4731441,location2,r200y_p0.3_d3h,12
2,1,4,1.0309329,3.2389257,location2,r200y_p0.3_d3h,12
2,1,5,1.0309329,3.2389257,location2,r200y_p0.3_d3h,12
2,1,6,1.02888,3.04357,location2,r200y_p0.3_d3h,12
2,1,7,1.02888,3.04357,location2,r200y_p0.3_d3h,12
2,1,8,1.0271306,2.8775966,location2,r200y_p0.3_d3h,12
2,1,9,1.0271306,2.8775966,location2,r200y_p0.3_d3h,12
2,1,10,1.0256225,2.7344434,location2,r200y_p0.3_d3h,12
2,1,11,1.0256225,2.7344434,location2,r200y_p0.3_d3h,12
3,0,0,1.0388585,4.0129671,location2,r500y_p0.4_d3h,0
3,0,1,1.0475475,4.9326577,location2,r500y_p0.4_d3h,0
3,0,2,1.0515325,5.3925028,location2,r500y_p0.4_d3h,0
3,0,3,1.0515325,5.3925028,location2,r500y_p0.4_d3h,0
3,0,4,1.0783219,9.7719717,location2,r500y_p0.4_d3h,0
3,0,5,1.0783219,9.7719717,location2,r500y_p0.4_d3h,0
3,0,6,1.0857517,11.908395,location2,r500y_p0.4_d3h,0
3,0,7,1.094053,16.18124,location2,r500y_p0.4_d3h,0
3,0,8,1.094053,16.18124,location2,r500y_p0.4_d3h,0
3,0,9,1.0822165,10.789456,location2,r500y_p0.4_d3h,0
3,0,10,1.0701995,8.093564,location2,r500y_p0.4_d3h,0
3,0,11,1.0701995,8.093564,location2,r500y_p0.4_d3h,0
3,1,0,1.0857517,11.908395,location2,r500y_p0.4_d3h,6
3,1,1,1.094053,16.18124,location2,r500y_p0.4_d3h,6
3,1,2,1.094053,16.18124,location2,r500y_p0.4_d3h,6
3,1,3,1.0822165,10.789456,location2,r500y_p0.4_d3h,6
3,1,4,1.0701995,8.093564,location2,r500y_p0.4_d3h,6
3,1,5,1.0701995,8.093564,location2,r500y_p0.4_d3h,6
3,1,6,1.0538205,5.6703172,location2,r500y_p0.4_d3h,6
3,1,7,1.0538205,5.6703172,location2,r500y_p0.4_d3h,6
3,1,8,1.0506518,5.2883816,location2,r500y_p0.4_d3h,6
3,1,9,1.0438055,4.5245104,location2,r500y_p0.4_d3h,6
3,1,10,1.0438055,4.5245104,location2,r500y_p0.4_d3h,6
3,1,11,1.0394053,4.0681801,location2,r500y_p0.4_d3h,6
4,0,0,1.0538205,5.6703172,location2,r500y_p0.4_d3h,12
4,0,1,1.0538205,5.6703172,location2,r500y_p0.4_d3h,12
4,0,2,1.0506518,5.2883816,location2,r500y_p0.4_d3h,12
4,0,3,1.0438055,4.5245104,location2,r500y_p0.4_d3h,12
4,0,4,1.0438055,4.5245104,location2,r500y_p0.4_d3h,12
4,0,5,1.0394053,4.0681801,location2,r500y_p0.4_d3h,12
4,0,6,1.0371274,3.8400149,location2,r500y_p0.4_d3h,12
4,0,7,1.0371274,3.8400149,location2,r500y_p0.4_d3h,12
4,0,8,1.0323825,3.3776743,location2,r500y_p0.4_d3h,12
4,0,9,1.0323825,3.3776743,location2,r500y_p0.4_d3h,12
4,0,10,1.0312098,3.2653611,location2,r500y_p0.4_d3h,12
4,0,11,1.0288502,3.0407345,location2,r500y_p0.4_d3h,12
4,1,0,1.0371274,3.8400149,location2,r500y_p0.4_d3h,18
4,1,1,1.0371274,3.8400149,location2,r500y_p0.4_d3h,18
4,1,2,1.0323825,3.3776743,location2,r500y_p0.4_d3h,18
4,1,3,1.0323825,3.3776743,location2,r500y_p0.4_d3h,18
4,1,4,1.0312098,3.2653611,location2,r500y_p0.4_d3h,18
4,1,5,1.0288502,3.0407345,location2,r500y_p0.4_d3h,18
4,1,6,1.0288502,3.0407345,location2,r500y_p0.4_d3h,18
4,1,7,1.0270331,2.8683562,location2,r500y_p0.4_d3h,18
4,1,8,1.0261248,2.7821672,location2,r500y_p0.4_d3h,18
4,1,9,1.0261248,2.7821672,location2,r500y_p0.4_d3h,18
4,1,10,1.0239619,2.5761933,location2,r500y_p0.4_d3h,18
4,1,11,1.0239619,2.5761933,location2,r500y_p0.4_d3h,18
5,0,0,1.0288502,3.0407345,location2,r500y_p0.4_d3h,24
5,0,1,1.0270331,2.8683562,location2,r500y_p0.4_d3h,24
5,0,2,1.0261248,2.7821672,location2,r500y_p0.4_d3h,24
5,0,3,1.0261248,2.7821672,location2,r500y_p0.4_d3h,24
5,0,4,1.0239619,2.5761933,location2,r500y_p0.4_d3h,24
5,0,5,1.0239619,2.5761933,location2,r500y_p0.4_d3h,24
5,0,6,1.0233743,2.5199342,location2,r500y_p0.4_d3h,24
5,0,7,1.0222052,2.4074159,location2,r500y_p0.4_d3h,24
5,0,8,1.0222052,2.4074159,location2,r500y_p0.4_d3h,24
5,0,9,1.0212337,2.3131585,location2,r500y_p0.4_d3h,24
5,0,10,1.0207511,2.2660298,location2,r500y_p0.4_d3h,24
5,0,11,1.0207511,2.2660298,location2,r500y_p0.4_d3h,24
5,1,0,1.0249382,2.6693373,location2,r500y_p0.9_d3h,0
5,1,1,1.0259655,2.7670264,location2,r500y_p0.9_d3h,0
5,1,2,1.02648,2.815871,location2,r500y_p0.9_d3h,0
5,1,3,1.02648,2.815871,location2,r500y_p0.9_d3h,0
5,1,4,1.0282818,2.9867995,location2,r500y_p0.9_d3h,0
5,1,5,1.0282818,2.9867995,location2,r500y_p0.9_d3h,0
5,1,6,1.0289935,3.0543435,location2,r500y_p0.9_d3h,0
5,1,7,1.030414,3.1894317,location2,r500y_p0.9_d3h,0
5,1,8,1.030414,3.1894317,location2,r500y_p0.9_d3h,0
5,1,9,1.0321231,3.3527832,location2,r500y_p0.9_d3h,0
5,1,10,1.0329729,3.4344592,location2,r500y_p0.9_d3h,0
5,1,11,1.0329729,3.4344592,location2,r500y_p0.9_d3h,0
6,0,0,1.0289935,3.0543435,location2,r500y_p0.9_d3h,6
6,0,1,1.030414,3.1894317,location2,r500y_p0.9_d3h,6
6,0,2,1.030414,3.1894317,location2,r500y_p0.9_d3h,6
6,0,3,1.0321231,3.3527832,location2,r500y_p0.9_d3h,6
6,0,4,1.0329729,3.4344592,location2,r500y_p0.9_d3h,6
6,0,5,1.0329729,3.4344592,location2,r500y_p0.9_d3h,6
6,0,6,1.0360963,3.7382197,location2,r500y_p0.9_d3h,6
6,0,7,1.0360963,3.7382197,location2,r500y_p0.9_d3h,6
6,0,8,1.0374078,3.8678403,location2,r500y_p0.9_d3h,6
6,0,9,1.0399853,4.1270819,location2,r500y_p0.9_d3h,6
6,0,10,1.0399853,4.1270819,location2,r500y_p0.9_d3h,6
6,0,11,1.0433248,4.4735165,location2,r500y_p0.9_d3h,6
6,1,0,1.0360963,3.7382197,location2,r500y_p0.9_d3h,12
6,1,1,1.0360963,3.7382197,location2,r500y_p0.9_d3h,12
6,1,2,1.0374078,3.8678403,location2,r500y_p0.9_d3h,12
6,1,3,1.0399853,4.1270819,location2,r500y_p0.9_d3h,12
6,1,4,1.0399853,4.1270819,location2,r500y_p0.9_d3h,12
6,1,5,1.0433248,4.4735165,location2,r500y_p0.9_d3h,12
6,1,6,1.0449458,4.6467342,location2,r500y_p0.9_d3h,12
6,1,7,1.0449458,4.6467342,location2,r500y_p0.9_d3h,12
6,1,8,1.0514635,5.384284,location2,r500y_p0.9_d3h,12
6,1,9,1.0514635,5.384284,location2,r500y_p0.9_d3h,12
6,1,10,1.0545896,5.7662373,location2,r500y_p0.9_d3h,12
6,1,11,1.0603426,6.5301447,location2,r500y_p0.9_d3h,12
7,0,0,1.0449458,4.6467342,location2,r500y_p0.9_d3h,18
7,0,1,1.0449458,4.6467342,location2,r500y_p0.9_d3h,18
7,0,2,1.0514635,5.384284,location2,r500y_p0.9_d3h,18
7,0,3,1.0514635,5.384284,location2,r500y_p0.9_d3h,18
7,0,4,1.0545896,5.7662373,location2,r500y_p0.9_d3h,18
7,0,5,1.0603426,6.5301447,location2,r500y_p0.9_d3h,18
7,0,6,1.0603426,6.5301447,location2,r500y_p0.9_d3h,18
7,0,7,1.0691656,7.9099998,location2,r500y_p0.9_d3h,18
7,0,8,1.0728954,8.5999279,location2,r500y_p0.9_d3h,18
7,0,9,1.0728954,8.5999279,location2,r500y_p0.9_d3h,18
7,0,10,1.0900288,13.675709,location2,r500y_p0.9_d3h,18
7,0,11,1.0900288,13.675709,location2,r500y_p0.9_d3h,18
7,1,0,1.0603426,6.5301447,location2,r500y_p0.9_d3h,24
7,1,1,1.0691656,7.9099998,location2,r500y_p0.9_d3h,24
7,1,2,1.0728954,8.5999279,location2,r500y_p0.9_d3h,24
7,1,3,1.0728954,8.5999279,location2,r500y_p0.9_d3h,24
7,1,4,1.0900288,13.675709,location2,r500y_p0.9_d3h,24
7,1,5,1.0900288,13.675709,location2,r500y_p0.9_d3h,24
7,1,6,1.0879669,12.749792,location2,r500y_p0.9_d3h,24
7,1,7,1.0825917,10.89796,location2,r500y_p0.9_d3h,24
7,1,8,1.0825917,10.89796,location2,r500y_p0.9_d3h,24
7,1,9,1.0524234,5.4993801,location2,r500y_p0.9_d3h,24
7,1,10,1.0263137,2.8000908,location2,r500y_p0.9_d3h,24
7,1,11,1.0263137,2.8000908,location2,r500y_p0.9_d3h,24
